time,latitude (deg),longitude (deg),barometric pressure (hPa),air temperature (degC),tilt (deg),compass bearing (deg)
2025-08-21T08:00:15,83.261642,31.688084,1019,-0.5625,23.0,107.0
2025-08-21T10:00:14,83.253242,31.503635,1019,-0.3125,24.0,105.0
2025-08-21T12:00:15,83.242889,31.386633,1019,-0.3125,23.0,111.0
2025-08-21T14:00:15,83.232635,31.266556,1019,0.1250,33.0,110.0
2025-08-21T16:00:14,83.222046,31.145378,1018,2.0000,35.0,118.0
2025-08-21T18:00:15,83.215363,30.976910,1017,2.5000,36.0,122.0
2025-08-21T20:00:15,83.211388,30.836193,1012,-0.1875,1.0,75.0
2025-08-21T22:00:14,83.202911,30.730101,1012,-1.0000,2.0,85.0
2025-08-22T00:00:15,83.195908,30.642450,1011,-0.9375,4.0,110.0
2025-08-22T02:00:15,83.185493,30.590231,1011,-1.5625,3.0,106.0
2025-08-22T04:00:15,83.177124,30.510593,1012,-1.3750,3.0,108.0
2025-08-22T06:00:14,83.173615,30.429810,1012,-1.3750,3.0,114.0
2025-08-22T08:00:15,83.172493,30.371370,1014,-0.6875,2.0,105.0
2025-08-22T10:00:15,83.169357,30.341070,1013,-0.5000,2.0,113.0
2025-08-22T12:00:14,83.163300,30.358435,1013,-0.2500,2.0,116.0
2025-08-22T14:00:15,83.156563,30.358988,1014,-0.0625,5.0,120.0
2025-08-22T16:00:15,83.152657,30.350643,1014,0.2500,2.0,117.0
2025-08-22T18:00:14,83.152687,30.355530,1014,-0.0625,7.0,114.0
2025-08-22T20:00:15,83.153435,30.372108,1013,-0.1875,10.0,119.0
2025-08-22T22:00:15,83.156288,30.395599,1012,-0.2500,4.0,112.0
2025-08-23T00:00:14,83.157967,30.440804,1012,-0.5625,1.0,113.0
2025-08-23T02:00:15,83.154556,30.504593,1012,-0.5625,3.0,111.0
2025-08-23T04:00:15,83.152428,30.540310,1012,-0.5000,2.0,107.0
2025-08-23T06:00:15,83.151482,30.555418,1013,-0.1250,2.0,96.0
2025-08-23T08:00:14,83.153473,30.544943,1013,-0.0625,2.0,106.0
2025-08-23T10:00:15,83.159660,30.568750,1013,0.0625,2.0,116.0
2025-08-23T12:00:15,83.159012,30.622883,1013,0.0000,2.0,112.0
2025-08-23T14:00:14,83.153839,30.656149,1014,0.1875,2.0,108.0
2025-08-23T16:00:15,83.148842,30.650511,1013,0.3750,2.0,110.0
2025-08-23T18:00:15,83.147774,30.616732,1012,-0.1875,3.0,123.0
2025-08-23T20:00:14,83.153374,30.604767,1012,-0.2500,2.0,101.0
2025-08-23T22:00:15,83.158806,30.642393,1013,-0.1875,3.0,105.0
2025-08-24T00:00:15,83.156677,30.693333,1014,0.6875,3.0,116.0
2025-08-24T02:00:14,83.153381,30.728807,1013,0.1875,2.0,117.0
2025-08-24T04:00:15,83.148903,30.734095,1012,-0.3750,3.0,114.0
2025-08-24T06:00:15,83.150108,30.731106,1013,-0.1875,2.0,118.0
2025-08-24T08:00:14,83.153305,30.725388,1013,0.1250,2.0,106.0
2025-08-24T10:00:15,83.156929,30.744032,1013,0.0000,3.0,109.0
2025-08-24T12:00:15,83.153893,30.791265,1014,0.5000,2.0,84.0
2025-08-24T14:00:14,83.144867,30.841640,1013,0.0625,2.0,118.0
2025-08-24T16:00:15,83.136269,30.857975,1013,-0.0625,2.0,93.0
2025-08-24T18:00:15,83.132645,30.846140,1012,-0.1875,7.0,97.0
2025-08-24T20:00:14,83.133438,30.851431,1011,-0.3125,4.0,80.0
2025-08-24T22:00:15,83.133438,30.898438,1011,-0.0625,6.0,98.0
2025-08-25T00:00:15,83.133331,30.972605,1011,-0.3125,2.0,95.0
2025-08-25T02:00:14,83.132439,31.040010,1011,-0.2500,9.0,92.0
2025-08-25T04:00:15,83.130280,31.111553,1011,-0.1250,6.0,88.0
2025-08-25T06:00:15,83.125259,31.165638,1011,-0.3750,2.0,116.0
2025-08-25T08:00:14,83.119980,31.169336,1011,-0.3125,8.0,127.0
2025-08-25T10:00:15,83.115814,31.161762,1012,-0.2500,4.0,89.0
2025-08-25T12:00:15,83.110428,31.183186,1012,-0.1875,6.0,104.0
2025-08-25T14:00:14,83.099854,31.185793,1013,0.1250,2.0,100.0
2025-08-25T16:00:15,83.091812,31.147926,1011,-0.5625,2.0,104.0
2025-08-25T18:00:15,83.090096,31.112667,1010,-1.2500,2.0,95.0
2025-08-25T20:00:15,83.094910,31.083733,1011,-1.1250,5.0,72.0
2025-08-25T22:00:14,83.098305,31.079418,1011,-1.0000,3.0,76.0
2025-08-26T00:00:15,83.099991,31.112347,1011,-0.8750,5.0,58.0
2025-08-26T02:00:15,83.096794,31.150778,1011,-0.6875,4.0,81.0
2025-08-26T04:00:15,83.095093,31.147207,1012,-0.3750,3.0,101.0
2025-08-26T06:00:14,83.099182,31.140202,1012,-0.0625,5.0,95.0
2025-08-26T08:00:15,83.106018,31.169395,1011,0.0625,0.0,75.0
2025-08-26T10:00:15,83.111038,31.225870,1012,0.1250,5.0,77.0
2025-08-26T12:00:14,83.112679,31.264860,1011,0.0625,7.0,72.0
2025-08-26T14:00:15,83.112091,31.269663,1010,-0.1250,8.0,82.0
2025-08-26T16:00:15,83.114731,31.271769,1010,-0.1250,4.0,88.0
2025-08-26T18:00:14,83.121376,31.292625,1009,-0.3125,7.0,111.0
2025-08-26T20:00:15,83.126312,31.333979,1009,-0.6875,8.0,95.0
2025-08-26T22:00:15,83.129715,31.386847,1008,-0.7500,2.0,65.0
2025-08-27T00:00:15,83.127258,31.436909,1008,-1.0000,6.0,55.0
2025-08-27T02:00:14,83.123344,31.426212,1008,-1.0625,3.0,85.0
2025-08-27T04:00:15,83.124794,31.382952,1008,-0.8750,7.0,89.0
2025-08-27T06:00:15,83.134224,31.373674,1008,-0.8125,4.0,84.0
2025-08-27T08:00:15,83.143517,31.416470,1008,-0.5625,3.0,76.0
2025-08-27T10:00:14,83.146179,31.448734,1007,-0.0625,3.0,104.0
2025-08-27T12:00:15,83.145668,31.420366,1005,-0.2500,1.0,58.0
2025-08-27T14:00:15,83.145790,31.350431,1006,-0.3125,4.0,75.0
2025-08-27T16:00:14,83.148720,31.299660,1006,-0.3750,8.0,86.0
2025-08-27T18:00:15,83.151985,31.276489,1005,-0.6875,5.0,119.0
2025-08-27T20:00:15,83.151520,31.300554,1005,-0.9375,4.0,108.0
2025-08-27T22:00:15,83.145477,31.312395,1004,-0.7500,2.0,99.0
2025-08-28T00:00:14,83.135826,31.307676,1004,-1.0000,6.0,100.0
2025-08-28T02:00:15,83.125145,31.280342,1004,-1.2500,4.0,126.0
2025-08-28T04:00:15,83.119461,31.245146,1004,-1.1250,9.0,132.0
2025-08-28T06:00:15,83.119820,31.226557,1005,-0.8750,0.0,107.0
2025-08-28T08:00:14,83.115730,31.265156,1005,-0.9375,2.0,112.0
2025-08-28T10:00:15,83.103928,31.318523,1006,-0.5625,3.0,108.0
2025-08-28T12:00:15,83.093414,31.342213,1007,-0.1875,3.0,110.0
2025-08-28T14:00:14,83.089890,31.336658,1008,0.6250,2.0,99.0
2025-08-28T16:00:15,83.093163,31.337940,1006,-0.1250,2.0,85.0
2025-08-28T18:00:15,83.099396,31.377508,1005,-0.8750,3.0,83.0
2025-08-28T20:00:15,83.106186,31.445850,1006,-1.1250,7.0,100.0
2025-08-28T22:00:14,83.104607,31.561388,1006,-1.0000,1.0,89.0
2025-08-29T00:00:15,83.098579,31.608652,1006,-1.1250,9.0,89.0
2025-08-29T02:00:15,83.099518,31.602329,1007,-1.0000,9.0,87.0
2025-08-29T04:00:15,83.107628,31.617355,1007,-0.7500,6.0,91.0
2025-08-29T06:00:14,83.117607,31.669588,1008,-0.7500,4.0,67.0
2025-08-29T08:00:15,83.124023,31.740063,1008,-0.6875,5.0,70.0
2025-08-29T10:00:15,83.126183,31.798101,1008,-0.5625,7.0,72.0
2025-08-29T12:00:15,83.129227,31.810427,1009,-0.4375,9.0,80.0
2025-08-29T14:00:14,83.137482,31.811581,1008,-0.5000,5.0,71.0
2025-08-29T16:00:15,83.148956,31.862810,1008,-0.5000,3.0,93.0
2025-08-29T18:00:15,83.159355,31.962959,1009,-0.4375,3.0,76.0
2025-08-29T20:00:15,83.164474,32.078728,1009,-0.3750,3.0,77.0
2025-08-29T22:00:14,83.166412,32.169479,1009,-0.0625,4.0,84.0
2025-08-30T00:00:15,83.165977,32.281227,1009,-0.5625,4.0,92.0
2025-08-30T02:00:15,83.162727,32.351906,1010,-0.6250,8.0,92.0
2025-08-30T04:00:14,83.160950,32.402782,1011,-0.6875,5.0,64.0
2025-08-30T06:00:15,83.161629,32.427414,1013,-0.5625,1.0,103.0
2025-08-30T08:00:15,83.165604,32.434017,1013,-0.3750,2.0,69.0
2025-08-30T10:00:15,83.173134,32.445122,1013,-0.3750,4.0,82.0
2025-08-30T12:00:14,83.184326,32.445049,1014,-0.3125,1.0,78.0
2025-08-30T14:00:15,83.196602,32.467178,1014,0.0000,1.0,87.0
2025-08-30T16:00:15,83.202957,32.527512,1014,0.0000,5.0,83.0
2025-08-30T18:00:14,83.205421,32.594162,1015,-0.1250,9.0,83.0
2025-08-30T20:00:15,83.206902,32.644596,1015,-0.0625,7.0,102.0
2025-08-30T22:00:15,83.209793,32.672882,1015,0.0000,5.0,84.0
2025-08-31T00:00:14,83.213989,32.719685,1016,-0.0625,2.0,82.0
2025-08-31T02:00:15,83.216141,32.792534,1015,0.0000,9.0,95.0
2025-08-31T04:00:15,83.216148,32.837181,1015,-0.1250,8.0,83.0
2025-08-31T06:00:14,83.219002,32.807800,1015,0.0625,5.0,66.0
2025-08-31T08:00:15,83.223923,32.787376,1016,0.1250,6.0,75.0
2025-08-31T10:00:15,83.228233,32.800121,1015,0.1875,11.0,82.0
2025-08-31T12:00:15,83.228798,32.843433,1016,0.0625,4.0,76.0
2025-08-31T14:00:14,83.228523,32.872005,1015,-0.2500,5.0,112.0
2025-08-31T16:00:15,83.225883,32.889305,1015,-0.4375,11.0,76.0
2025-08-31T18:00:15,83.224976,32.894604,1014,-0.7500,6.0,78.0
2025-08-31T20:00:15,83.226791,32.898422,1014,-0.7500,5.0,76.0
2025-08-31T22:00:14,83.228653,32.895802,1014,-0.6250,2.0,59.0
2025-09-01T00:00:15,83.228844,32.895405,1014,-0.6250,3.0,85.0
2025-09-01T02:00:15,83.226288,32.891251,1014,-0.6250,3.0,87.0
2025-09-01T04:00:14,83.225975,32.896744,1014,-0.5000,9.0,95.0
2025-09-01T06:00:15,83.224953,32.894455,1014,-0.3750,5.0,69.0
2025-09-01T08:00:15,83.224113,32.884720,1015,-0.1875,3.0,77.0
2025-09-01T10:00:15,83.227112,32.871132,1014,0.0000,4.0,87.0
2025-09-01T12:00:14,83.232727,32.871380,1014,-0.3125,2.0,89.0
2025-09-01T14:00:15,83.235420,32.881058,1013,-0.3750,11.0,84.0
2025-09-01T16:00:15,83.235420,32.879364,1013,-0.5625,4.0,81.0
2025-09-01T18:00:14,83.236572,32.869225,1012,-0.7500,3.0,76.0
2025-09-01T20:00:15,83.239052,32.868755,1012,-1.1875,6.0,91.0
2025-09-01T22:00:15,83.241997,32.851231,1012,-1.1250,5.0,95.0
2025-09-02T00:00:15,83.245781,32.837326,1012,-0.9375,4.0,88.0
2025-09-02T02:00:14,83.245964,32.824162,1012,-0.9375,1.0,73.0
2025-09-02T04:00:15,83.247101,32.782871,1013,-0.6875,5.0,84.0
2025-09-02T06:00:15,83.247971,32.727795,1013,-0.4375,6.0,87.0
2025-09-02T08:00:15,83.251732,32.656132,1013,-0.2500,6.0,76.0
2025-09-02T10:00:14,83.260162,32.605640,1013,-0.0625,4.0,82.0
2025-09-02T12:00:15,83.268242,32.603619,1013,-0.1250,5.0,62.0
2025-09-02T14:00:15,83.268913,32.612686,1013,0.0000,2.0,83.0
2025-09-02T16:00:14,83.266510,32.566860,1012,-0.3125,1.0,71.0
2025-09-02T18:00:15,83.265007,32.476067,1012,-0.4375,5.0,86.0
2025-09-02T20:00:15,83.271278,32.360767,1011,-0.5625,4.0,74.0
2025-09-02T22:00:14,83.284317,32.294380,1011,-0.5000,6.0,81.0
2025-09-03T00:00:15,83.293358,32.301456,1011,-0.5625,2.0,79.0
2025-09-03T02:00:15,83.296707,32.343208,1011,-0.5000,7.0,75.0
2025-09-03T04:00:15,83.295097,32.379677,1011,-0.4375,4.0,95.0
2025-09-03T06:00:14,83.291206,32.369816,1010,-0.5000,6.0,106.0
2025-09-03T08:00:15,83.288826,32.355175,1012,-0.1875,2.0,117.0
2025-09-03T10:00:15,83.285591,32.350410,1011,-0.2500,5.0,124.0
2025-09-03T12:00:14,83.280891,32.338821,1012,-0.1875,4.0,110.0
2025-09-03T14:00:15,83.278755,32.327232,1011,-0.1875,6.0,109.0
2025-09-03T21:00:12,83.271889,32.186932,1011,-0.5625,3.0,103.0
2025-09-03T23:00:15,83.273376,32.171463,1011,-0.7500,3.0,112.0
2025-09-04T01:00:14,83.275009,32.164967,1011,-0.6875,3.0,103.0
2025-09-04T03:00:15,83.274803,32.142277,1012,-0.5625,3.0,74.0
2025-09-04T05:00:15,83.275848,32.097752,1012,-0.5625,3.0,80.0
2025-09-04T07:00:15,83.278198,32.014114,1012,-0.5000,7.0,86.0
2025-09-04T09:00:14,83.283806,31.921930,1013,-0.3125,3.0,78.0
2025-09-04T11:00:15,83.292419,31.856857,1013,-0.1250,8.0,76.0
2025-09-04T13:00:15,83.299400,31.824329,1013,-0.1250,8.0,81.0
2025-09-04T15:00:15,83.304184,31.775026,1012,-0.3125,7.0,82.0
2025-09-04T17:00:14,83.310783,31.691935,1012,-0.3125,8.0,89.0
2025-09-04T19:00:15,83.322670,31.596771,1012,-0.3750,7.0,89.0
2025-09-04T21:00:15,83.336517,31.542007,1012,-0.4375,6.0,94.0
2025-09-04T23:00:15,83.348076,31.518663,1012,-0.4375,4.0,94.0
2025-09-05T01:00:14,83.354362,31.520254,1012,-0.5625,9.0,109.0
2025-09-05T03:00:15,83.356606,31.472931,1012,-0.6250,1.0,95.0
2025-09-05T05:00:15,83.360596,31.379305,1012,-0.6250,4.0,71.0
2025-09-05T07:00:15,83.369293,31.255810,1012,-0.5625,2.0,91.0
2025-09-05T09:00:14,83.381714,31.181767,1013,-0.3125,7.0,81.0
2025-09-05T11:00:15,83.389130,31.141602,1012,-0.4375,7.0,119.0
2025-09-05T13:00:15,83.384567,31.105625,1012,-0.5625,6.0,116.0
2025-09-05T15:00:14,83.373985,30.994478,1011,-0.8125,6.0,126.0
2025-09-05T17:00:15,83.367561,30.817497,1011,-0.9375,3.0,72.0
2025-09-05T19:00:15,83.366684,30.661245,1011,-1.1250,6.0,133.0
2025-09-05T21:00:15,83.365204,30.571163,1011,-1.1875,6.0,125.0
2025-09-05T23:00:14,83.361526,30.511007,1010,-1.3750,7.0,107.0
2025-09-06T01:00:15,83.355934,30.456142,1010,-1.3750,3.0,109.0
2025-09-06T03:00:15,83.349373,30.363525,1011,-1.4375,3.0,96.0
2025-09-06T05:00:15,83.347420,30.248831,1011,-1.3125,3.0,105.0
2025-09-06T07:00:14,83.348534,30.148254,1012,-1.2500,2.0,91.0
2025-09-06T09:00:15,83.352531,30.048372,1012,-0.9375,3.0,68.0
2025-09-06T11:00:15,83.357391,29.932920,1012,-0.8750,6.0,77.0
2025-09-06T13:00:15,83.359764,29.811855,1012,-1.1250,3.0,103.0
2025-09-06T15:00:14,83.361008,29.663088,1012,-1.1875,3.0,114.0
2025-09-06T17:00:15,83.364326,29.479855,1011,-1.5000,2.0,109.0
2025-09-06T19:00:15,83.372398,29.296078,1011,-1.8750,5.0,106.0
2025-09-06T21:00:15,83.381577,29.149506,1008,-2.8750,5.0,99.0
2025-09-06T23:00:14,83.389023,29.063908,1008,-4.0000,5.0,102.0
2025-09-07T01:00:15,83.394302,29.013187,1007,-4.8750,4.0,92.0
2025-09-07T03:00:15,83.399521,28.961617,1009,-5.4375,3.0,98.0
2025-09-07T05:00:15,83.406891,28.891233,1021,-2.7500,4.0,96.0
2025-09-07T07:00:15,83.417374,28.823057,1021,-1.6875,11.0,101.0
2025-09-07T09:00:15,83.429985,28.772036,1021,-1.6250,3.0,116.0
2025-09-07T11:00:14,83.443527,28.735750,1022,-1.5000,1.0,104.0
2025-09-07T13:00:15,83.458839,28.716860,1021,-1.3125,7.0,107.0
2025-09-07T15:00:15,83.475700,28.708122,1017,-1.4375,6.0,103.0
2025-09-07T17:00:15,83.494774,28.680681,1016,-1.3750,1.0,74.0
2025-09-07T19:00:14,83.515770,28.662703,1016,-1.1875,2.0,78.0
2025-09-07T21:00:15,83.539642,28.652433,1014,-1.1250,3.0,77.0
2025-09-07T23:00:15,83.560417,28.684294,1013,-1.0625,3.0,94.0
2025-09-08T01:00:14,83.572250,28.745897,1012,-1.0625,3.0,76.0
2025-09-08T03:00:15,83.573792,28.813656,1012,-1.0625,5.0,110.0
2025-09-08T05:00:15,83.566063,28.882151,1011,-1.5000,3.0,101.0
2025-09-08T07:00:15,83.556694,28.908810,1012,-1.4375,3.0,92.0
2025-09-08T09:00:14,83.547096,28.970510,1012,-1.5625,3.0,100.0
2025-09-08T11:00:15,83.536911,29.050880,1012,-1.5000,12.0,111.0
2025-09-08T13:00:15,83.525131,29.176743,1012,-1.6875,0.0,105.0
2025-09-08T15:00:15,83.505676,29.311649,1012,-2.0625,0.0,100.0
2025-09-08T17:00:14,83.483665,29.375998,1012,-2.2500,0.0,105.0
2025-09-08T19:00:15,83.467155,29.407427,1013,-2.3750,0.0,80.0
2025-09-08T21:00:15,83.454163,29.416788,1013,-2.4375,0.0,106.0
2025-09-08T23:00:15,83.443642,29.445700,1014,-2.3750,1.0,107.0
2025-09-09T01:00:14,83.432518,29.500284,1015,-2.3125,1.0,105.0
2025-09-09T03:00:15,83.421745,29.569637,1015,-2.2500,1.0,107.0
2025-09-09T05:00:15,83.411362,29.605106,1016,-2.0625,0.0,109.0
2025-09-09T07:00:15,83.405792,29.633448,1017,-1.9375,1.0,83.0
2025-09-09T09:00:14,83.401497,29.693039,1018,-1.6875,0.0,109.0
2025-09-09T11:00:15,83.396111,29.762640,1018,-1.7500,0.0,111.0
2025-09-09T13:00:15,83.388939,29.829622,1017,-1.8750,3.0,99.0
2025-09-09T15:00:15,83.382629,29.879181,1017,-1.9375,0.0,112.0
2025-09-09T17:00:14,83.379181,29.898731,1016,-2.3750,0.0,89.0
2025-09-09T19:00:15,83.378883,29.932518,1016,-2.3125,0.0,110.0
2025-09-09T21:00:15,83.382256,29.925932,1017,-2.0625,0.0,100.0
2025-09-09T23:00:15,83.390739,29.863213,1017,-1.5625,0.0,99.0
2025-09-10T01:00:14,83.400841,29.904575,1016,-1.3750,0.0,102.0
2025-09-10T03:00:15,83.408195,30.031717,1015,-1.2500,0.0,100.0
2025-09-10T05:00:15,83.413620,30.160530,1014,-1.1875,0.0,113.0
2025-09-10T07:00:15,83.415367,30.321470,1013,-1.1250,0.0,64.0
